frame,time_s,peak_count,peak_x_px,peak_prominence_px,spacing_px_all,spacing_cm_all,spacing_cm_valid,frame_mean_spacing_cm,frame_median_spacing_cm,surface_contrast_mean,valid_spacing_count
0,0.0,0,,,,,,,,179.09432018649196,0
1,0.03448271604938272,0,,,,,,,,178.76706079189069,0
2,0.06896543209876543,0,,,,,,,,178.7655899977599,0
3,0.10344814814814814,0,,,,,,,,178.76214122703857,0
4,0.13793086419753087,0,,,,,,,,178.75447678651437,0
5,0.17241358024691358,0,,,,,,,,178.74705071124555,0
6,0.20689629629629627,0,,,,,,,,178.74663663474462,0
7,0.241379012345679,0,,,,,,,,178.74503598230288,0
8,0.27586172839506173,0,,,,,,,,178.5948140681004,0
9,0.3103444444444444,0,,,,,,,,178.57434755824374,0
10,0.34482716049382717,0,,,,,,,,178.57405878976255,0
11,0.37930987654320986,0,,,,,,,,178.5715466789875,0
12,0.41379259259259255,0,,,,,,,,178.57229957717297,0
13,0.4482753086419753,0,,,,,,,,178.56944129424286,0
14,0.482758024691358,0,,,,,,,,178.57021484375,0
15,0.5172407407407407,0,,,,,,,,178.5686278421819,0
16,0.5517234567901235,0,,,,,,,,178.46468028953856,0
17,0.5862061728395062,0,,,,,,,,178.30189327116938,0
18,0.6206888888888888,0,,,,,,,,178.30330001120072,0
19,0.6551716049382715,0,,,,,,,,178.30325030801973,0
20,0.6896543209876543,0,,,,,,,,178.34009646617386,0
21,0.724137037037037,0,,,,,,,,178.33993090557797,0
22,0.7586197530864197,0,,,,,,,,178.34700135808694,0
23,0.7931024691358024,0,,,,,,,,178.3479128164203,0
24,0.8275851851851851,0,,,,,,,,178.4053472922267,0
25,0.8620679012345679,0,,,,,,,,178.26951269881275,0
26,0.8965506172839506,0,,,,,,,,178.26928868447584,0
27,0.9310333333333333,0,,,,,,,,178.26588646673392,0
28,0.965516049382716,0,,,,,,,,178.25918213765686,0
29,0.9999987654320988,0,,,,,,,,178.235546875,0
30,1.0344814814814813,0,,,,,,,,178.23475442428318,0
31,1.0689641975308641,0,,,,,,,,178.23364975358425,0
32,1.103446913580247,0,,,,,,,,177.97966859879037,0
33,1.1379296296296295,0,,,,,,,,177.8746506776434,0
34,1.1724123456790123,0,,,,,,,,177.87498564908154,0
35,1.206895061728395,0,,,,,,,,177.87325758848567,0
36,1.2413777777777777,0,,,,,,,,177.87732484879038,0
37,1.2758604938271605,0,,,,,,,,177.87056556619626,0
38,1.310343209876543,0,,,,,,,,177.8726965025762,0
39,1.3448259259259259,0,,,,,,,,177.87230342741938,0
40,1.3793086419753087,0,,,,,,,,177.8813172043011,0
41,1.4137913580246912,0,,,,,,,,177.86742166498658,0
42,1.448274074074074,0,,,,,,,,177.86796664986562,0
43,1.4827567901234566,0,,,,,,,,177.8668178763441,0
44,1.5172395061728394,0,,,,,,,,177.87378367215504,0
45,1.5517222222222222,0,,,,,,,,177.8723132280466,0
46,1.5862049382716048,0,,,,,,,,177.87410079245075,0
47,1.6206876543209876,0,,,,,,,,177.87402728774646,0
48,1.6551703703703702,0,,,,,,,,177.9631849938396,0
49,1.689653086419753,0,,,,,,,,177.88402182739696,0
50,1.7241358024691358,0,,,,,,,,177.88364905353947,0
51,1.7586185185185184,0,,,,,,,,177.88261473734323,0
52,1.7931012345679012,0,,,,,,,,177.88276769713266,0
53,1.827583950617284,0,,,,,,,,177.87805534554212,0
54,1.8620666666666665,0,,,,,,,,177.87819605454752,0
55,1.8965493827160493,0,,,,,,,,177.87774277553766,0
56,1.931032098765432,0,,,,,,,,177.86798450100807,0
57,1.9655148148148147,0,,,,,,,,178.03159232190862,0
58,1.9999975308641975,0,,,,,,,,178.03310476870524,0
59,2.03448024691358,0,,,,,,,,178.03343693996416,0
60,2.0689629629629627,0,,,,,,,,178.0813861587142,0
61,2.1034456790123457,1,803,1.252,,,,,,178.11109956037188,0
62,2.1379283950617283,1,803,1.330,,,,,,178.1243601590502,0
63,2.172411111111111,0,,,,,,,,178.12466607862908,0
64,2.206893827160494,0,,,,,,,,178.36438172043015,0
65,2.2413765432098764,0,,,,,,,,178.2921832997312,0
66,2.275859259259259,0,,,,,,,,178.2917408714158,0
67,2.310341975308642,0,,,,,,,,178.29090501792118,0
68,2.3448246913580246,0,,,,,,,,178.28769986279124,0
69,2.379307407407407,0,,,,,,,,178.28274844590055,0
70,2.41379012345679,0,,,,,,,,178.28239037298388,0
71,2.448272839506173,0,,,,,,,,178.2817039790547,0
72,2.4827555555555554,0,,,,,,,,178.3252383652554,0
73,2.517238271604938,0,,,,,,,,178.20873690916218,0
74,2.551720987654321,0,,,,,,,,178.2087117075493,0
75,2.5862037037037036,1,802,1.210,,,,,,178.20196642585128,0
76,2.620686419753086,0,,,,,,,,178.20538614471332,0
77,2.655169135802469,1,477,1.344,,,,,,178.18513559867833,0
78,2.6896518518518517,1,818,1.207,,,,,,178.18471802195342,0
79,2.7241345679012343,1,817,1.221,,,,,,178.1824453265009,0
80,2.7586172839506173,0,,,,,,,,178.14291764672944,0
81,2.7931,0,,,,,,,,178.50291078629033,0
82,2.8275827160493825,0,,,,,,,,178.53024928595434,0
83,2.862065432098765,0,,,,,,,,178.69634856630827,0
84,2.896548148148148,0,,,,,,,,178.95222264224915,0
85,2.9310308641975307,0,,,,,,,,179.2755547855063,0
86,2.9655135802469132,0,,,,,,,,179.53501624103944,0
87,2.9999962962962963,0,,,,,,,,179.81104740703407,0
88,3.034479012345679,1,286,1.405,,,,,,180.03415308579753,0
89,3.0689617283950614,0,,,,,,,,180.0007017949149,0
90,3.1034444444444444,1,817,1.207,,,,,,180.10769454245076,0
91,3.137927160493827,1,112,1.656,,,,,,179.38839780745968,0
92,3.1724098765432096,0,,,,,,,,179.03106238799285,0
93,3.2068925925925926,2,56;309,1.286;1.557,253.0,7.969,7.969,7.968503937007874,7.968503937007874,178.65874180947583,1
94,3.241375308641975,2,315;764,1.367;1.719,449.0,14.142,14.142,14.141732283464567,14.141732283464567,178.2538026433692,1
95,3.275858024691358,1,809,1.269,,,,,,177.89482316868282,0
96,3.3103407407407404,1,305,1.511,,,,,,177.5734791526658,0
97,3.3448234567901234,0,,,,,,,,177.73050865255377,0
98,3.379306172839506,2,64;421,2.149;2.733,357.0,11.244,11.244,11.244094488188976,11.244094488188976,178.2178406418011,1
99,3.4137888888888885,2,94;439,4.841;2.121,345.0,10.866,10.866,10.866141732283465,10.866141732283465,178.6936673947133,1
100,3.4482716049382716,3,117;279;480,7.886;1.517;2.047,162.0;201.0,5.102;6.331,5.102;6.331,5.716535433070867,5.716535433070867,179.1245250196013,2
101,3.482754320987654,2,158;568,8.723;1.427,410.0,12.913,12.913,12.913385826771654,12.913385826771654,179.33555422547047,1
102,3.5172370370370367,2,254;459,6.904;1.633,205.0,6.457,6.457,6.456692913385827,6.456692913385827,179.16983226926527,1
103,3.5517197530864197,1,298,6.325,,,,,,178.59057914706543,0
104,3.5862024691358023,2,340;602,6.090;1.954,262.0,8.252,8.252,8.251968503937007,8.251968503937007,178.13870232694893,1
105,3.620685185185185,2,185;448,1.811;3.247,263.0,8.283,8.283,8.283464566929133,8.283464566929133,177.92019489247312,1
106,3.655167901234568,2,185;447,1.809;3.227,262.0,8.252,8.252,8.251968503937007,8.251968503937007,177.9224010836694,1
107,3.6896506172839505,3,223;494;808,1.779;2.552;1.450,271.0;314.0,8.535;9.890,8.535;9.890,9.212598425196852,9.212598425196852,177.74993594590055,2
108,3.724133333333333,2,246;486,1.915;2.446,240.0,7.559,7.559,7.559055118110236,7.559055118110236,177.51869749663982,1
109,3.7586160493827157,3,289;527;824,2.504;2.619;1.413,238.0;297.0,7.496;9.354,7.496;9.354,8.4251968503937,8.4251968503937,177.32085853494627,2
110,3.7930987654320987,2,322;592,2.717;1.787,270.0,8.504,8.504,8.503937007874017,8.503937007874017,177.33581779233873,1
111,3.8275814814814813,4,59;345;733;942,2.308;3.485;1.918;1.314,286.0;388.0;209.0,9.008;12.220;6.583,9.008;12.220;6.583,9.27034120734908,9.007874015748031,177.6145301299283,3
112,3.862064197530864,4,84;388;709;981,4.546;2.532;2.218;1.674,304.0;321.0;272.0,9.575;10.110;8.567,9.575;10.110;8.567,9.417322834645669,9.5748031496063,178.1275317120296,3
113,3.896546913580247,4,112;426;780;1047,6.831;3.636;2.315;1.753,314.0;354.0;267.0,9.890;11.150;8.409,9.890;11.150;8.409,9.816272965879264,9.88976377952756,178.60597523241492,3
114,3.9310296296296294,4,145;456;638;830,8.049;4.530;1.446;2.723,311.0;182.0;192.0,9.795;5.732;6.047,9.795;5.732;6.047,7.191601049868766,6.047244094488189,179.27221382168463,3
115,3.965512345679012,4,189;491;673;880,7.321;4.609;1.728;1.820,302.0;182.0;207.0,9.512;5.732;6.520,9.512;5.732;6.520,7.254593175853018,6.519685039370079,179.44030962981634,3
116,3.999995061728395,3,245;518;939,6.526;4.089;1.934,273.0;421.0,8.598;13.260,8.598;13.260,10.929133858267717,10.929133858267717,179.57728774641578,2
117,4.034477777777777,4,292;582;799;1006,5.808;3.653;1.448;1.792,290.0;217.0;207.0,9.134;6.835;6.520,9.134;6.835;6.520,7.496062992125984,6.834645669291339,179.08662564404122,3
118,4.06896049382716,3,353;599;1047,5.688;2.457;2.261,246.0;448.0,7.748;14.110,7.748;14.110,10.929133858267717,10.929133858267717,178.7868804603495,2
119,4.103443209876543,4,142;402;628;1130,2.262;5.190;2.155;4.074,260.0;226.0;502.0,8.189;7.118;15.811,8.189;7.118,7.653543307086614,7.653543307086614,178.47334194388444,2
120,4.137925925925925,4,155;461;655;1143,3.409;5.200;1.977;4.721,306.0;194.0;488.0,9.638;6.110;15.370,9.638;6.110,7.874015748031496,7.874015748031496,178.26399074540774,2
121,4.172408641975308,4,206;497;703;1146,2.811;4.691;3.762;2.472,291.0;206.0;443.0,9.165;6.488;13.953,9.165;6.488;13.953,9.868766404199475,9.165354330708661,177.97337729614696,3
122,4.206891358024691,5,256;482;755;955;1190,2.314;4.705;2.771;1.962;1.393,226.0;273.0;200.0;235.0,7.118;8.598;6.299;7.402,7.118;8.598;6.299;7.402,7.354330708661418,7.259842519685039,177.63285030241937,4
123,4.2413740740740735,4,292;551;799;982,3.357;4.822;3.426;2.412,259.0;248.0;183.0,8.157;7.811;5.764,8.157;7.811;5.764,7.244094488188977,7.811023622047244,177.44114058299732,3
124,4.2758567901234565,4,308;583;857;1009,2.897;4.333;3.078;2.139,275.0;274.0;152.0,8.661;8.630;4.787,8.661;8.630,8.645669291338583,8.645669291338583,177.68980594758068,2
125,4.31033950617284,5,44;349;644;903;1056,2.741;2.769;4.103;3.136;1.294,305.0;295.0;259.0;153.0,9.606;9.291;8.157;4.819,9.606;9.291;8.157,9.018372703412075,9.291338582677165,177.80729621695792,3
126,4.344822222222222,4,75;381;689;974,4.998;3.030;3.866;2.656,306.0;308.0;285.0,9.638;9.701;8.976,9.638;9.701;8.976,9.438320209973753,9.637795275590552,178.53039139504932,3
127,4.379304938271605,4,112;415;746;1042,7.649;2.385;2.147;4.546,303.0;331.0;296.0,9.543;10.425;9.323,9.543;10.425;9.323,9.763779527559054,9.543307086614174,178.66980776769716,3
128,4.413787654320988,4,153;476;776;1096,7.790;2.274;2.701;3.193,323.0;300.0;320.0,10.173;9.449;10.079,10.173;9.449;10.079,9.9002624671916,10.078740157480315,179.2171076948925,3
129,4.44827037037037,4,186;426;812;1143,6.641;2.534;2.873;4.778,240.0;386.0;331.0,7.559;12.157;10.425,7.559;12.157;10.425,10.047244094488189,10.4251968503937,179.6056829637097,3
130,4.482753086419753,4,236;635;835;1141,6.092;3.704;3.269;5.481,399.0;200.0;306.0,12.567;6.299;9.638,12.567;6.299;9.638,9.501312335958007,9.637795275590552,180.0140807011649,3
131,4.517235802469136,4,323;702;905;1160,5.385;3.929;3.035;4.960,379.0;203.0;255.0,11.937;6.394;8.031,11.937;6.394;8.031,8.78740157480315,8.031496062992126,178.8336609543011,3
132,4.551718518518518,5,98;368;625;987;1197,1.704;4.079;2.361;1.910;1.935,270.0;257.0;362.0;210.0,8.504;8.094;11.402;6.614,8.504;8.094;11.402;6.614,8.653543307086615,8.299212598425196,178.38516640064967,4
133,4.586201234567901,4,122;434;721;998,2.252;3.670;2.334;2.914,312.0;287.0;277.0,9.827;9.039;8.724,9.827;9.039;8.724,9.196850393700787,9.039370078740157,178.13001232078855,3
134,4.620683950617284,4,214;482;757;1000,1.587;3.722;3.615;3.699,268.0;275.0;243.0,8.441;8.661;7.654,8.441;8.661;7.654,8.251968503937007,8.440944881889763,178.14321516577064,3
135,4.655166666666666,4,253;541;795;1013,1.519;3.279;5.232;3.597,288.0;254.0;218.0,9.071;8.000;6.866,9.071;8.000;6.866,7.979002624671916,8.0,177.61046251960127,3
136,4.689649382716049,4,284;580;828;1030,2.602;3.969;5.773;2.886,296.0;248.0;202.0,9.323;7.811;6.362,9.323;7.811;6.362,7.832020997375327,7.811023622047244,177.20813872087817,3
137,4.724132098765432,4,318;568;866;1073,3.698;3.095;4.966;2.427,250.0;298.0;207.0,7.874;9.386;6.520,7.874;9.386;6.520,7.926509186351705,7.874015748031496,177.03928301411293,3
138,4.758614814814814,4,343;619;889;1113,3.917;2.531;5.245;2.105,276.0;270.0;224.0,8.693;8.504;7.055,8.693;8.504;7.055,8.083989501312336,8.503937007874017,176.94338492663533,3
139,4.793097530864197,4,77;384;581;926,7.245;3.799;2.054;4.209,307.0;197.0;345.0,9.669;6.205;10.866,9.669;6.205;10.866,8.913385826771654,9.669291338582678,177.65752338149645,3
140,4.82758024691358,4,110;316;700;965,10.952;2.898;2.078;3.293,206.0;384.0;265.0,6.488;12.094;8.346,6.488;12.094;8.346,8.976377952755906,8.346456692913385,178.00698574708784,3
141,4.862062962962963,4,149;429;771;972,11.795;3.987;2.076;2.166,280.0;342.0;201.0,8.819;10.772;6.331,8.819;10.772;6.331,8.640419947506562,8.818897637795276,178.5679347978271,3
142,4.896545679012346,4,193;486;796;1091,9.757;2.815;1.435;1.502,293.0;310.0;295.0,9.228;9.764;9.291,9.228;9.764;9.291,9.427821522309712,9.291338582677165,179.30972677251344,3
143,4.931028395061728,4,240;546;810;1140,8.892;3.694;2.615;5.087,306.0;264.0;330.0,9.638;8.315;10.394,9.638;8.315;10.394,9.448818897637794,9.637795275590552,179.4003157202061,3
144,4.965511111111111,4,285;574;793;1154,10.001;4.470;2.471;6.135,289.0;219.0;361.0,9.102;6.898;11.370,9.102;6.898;11.370,9.123359580052494,9.10236220472441,179.69782671090954,3
145,4.999993827160494,4,325;606;959;1172,8.746;4.003;2.533;6.328,281.0;353.0;213.0,8.850;11.118;6.709,8.850;11.118;6.709,8.89238845144357,8.850393700787402,178.7786755852375,3
146,5.034476543209876,4,361;717;907;1187,7.665;3.818;2.297;5.055,356.0;190.0;280.0,11.213;5.984;8.819,11.213;5.984;8.819,8.671916010498686,8.818897637795276,177.44685644881275,3
147,5.068959259259259,4,116;409;679;1194,3.602;6.157;3.166;1.796,293.0;270.0;515.0,9.228;8.504;16.220,9.228;8.504,8.866141732283465,8.866141732283465,177.42266255040326,2
148,5.103441975308642,4,163;440;750;1085,3.369;5.187;3.666;3.367,277.0;310.0;335.0,8.724;9.764;10.551,8.724;9.764;10.551,9.679790026246721,9.763779527559056,177.48205750168015,3
149,5.137924691358024,4,182;470;782;1082,2.563;3.885;5.705;4.706,288.0;312.0;300.0,9.071;9.827;9.449,9.071;9.827;9.449,9.448818897637794,9.448818897637794,177.39959677419355,3
150,5.172407407407407,4,294;506;819;1078,1.600;3.335;7.435;4.143,212.0;313.0;259.0,6.677;9.858;8.157,6.677;9.858;8.157,8.230971128608923,8.15748031496063,177.4306332605287,3
151,5.20689012345679,4,317;520;848;1079,2.822;3.553;7.418;2.085,203.0;328.0;231.0,6.394;10.331;7.276,6.394;10.331;7.276,8.0,7.275590551181103,177.30944255432348,3
152,5.241372839506172,3,368;664;864,3.250;4.305;6.226,296.0;200.0,9.323;6.299,9.323;6.299,7.811023622047244,7.811023622047244,177.21622458837368,2
153,5.275855555555555,5,53;399;683;891;1075,4.221;2.673;3.418;4.083;1.350,346.0;284.0;208.0;184.0,10.898;8.945;6.551;5.795,10.898;8.945;6.551;5.795,8.047244094488189,7.748031496062993,177.54964542730735,4
154,5.310338271604938,4,97;425;721;926,8.558;3.564;3.153;3.773,328.0;296.0;205.0,10.331;9.323;6.457,10.331;9.323;6.457,8.703412073490814,9.32283464566929,177.99719772065413,3
155,5.3448209876543205,4,137;461;754;952,12.192;3.683;3.988;2.376,324.0;293.0;198.0,10.205;9.228;6.236,10.205;9.228;6.236,8.556430446194225,9.228346456692913,178.46226268481186,3
156,5.3793037037037035,4,187;527;768;1135,9.947;3.078;2.973;4.084,340.0;241.0;367.0,10.709;7.591;11.559,10.709;7.591;11.559,9.952755905511811,10.708661417322835,179.03354334677422,3
157,5.4137864197530865,4,233;549;736;1141,11.330;4.659;2.907;9.132,316.0;187.0;405.0,9.953;5.890;12.756,9.953;5.890;12.756,9.53280839895013,9.952755905511811,179.1912742915547,3
158,5.448269135802469,5,278;568;748;956;1157,13.177;6.130;7.438;4.026;11.548,290.0;180.0;208.0;201.0,9.134;5.669;6.551;6.331,9.134;5.669;6.551;6.331,6.921259842519684,6.440944881889764,179.59720787130377,4
159,5.482751851851852,5,320;588;777;956;1166,11.883;6.348;8.576;4.955;10.306,268.0;189.0;179.0;210.0,8.441;5.953;5.638;6.614,8.441;5.953;5.638;6.614,6.661417322834645,6.283464566929133,179.31450597838264,4
160,5.517234567901235,5,87;381;704;935;1116,1.707;8.390;5.677;2.434;1.367,294.0;323.0;231.0;181.0,9.260;10.173;7.276;5.701,9.260;10.173;7.276;5.701,8.10236220472441,8.26771653543307,177.32939488127244,4
161,5.551717283950617,4,115;417;724;1043,4.247;6.100;5.034;3.597,302.0;307.0;319.0,9.512;9.669;10.047,9.512;9.669;10.047,9.742782152230971,9.669291338582678,176.99467755936382,3
162,5.5862,4,121;451;788;1036,3.384;5.007;7.503;6.373,330.0;337.0;248.0,10.394;10.614;7.811,10.394;10.614;7.811,9.606299212598424,10.393700787401574,177.09497297827065,3
163,5.620682716049383,4,128;579;806;1021,1.877;2.668;11.166;5.129,451.0;227.0;215.0,14.205;7.150;6.772,14.205;7.150;6.772,9.375328083989501,7.149606299212598,176.8632679491488,3
164,5.655165432098765,4,194;644;829;1026,1.317;2.444;10.153;2.711,450.0;185.0;197.0,14.173;5.827;6.205,14.173;5.827;6.205,8.73490813648294,6.2047244094488185,176.66060357862906,3
165,5.689648148148148,4,221;657;854;1029,2.183;4.716;8.131;2.052,436.0;197.0;175.0,13.732;6.205;5.512,13.732;6.205;5.512,8.482939632545932,6.2047244094488185,176.80268817204305,3
166,5.72413086419753,4,362;669;875;1198,2.538;5.735;5.502;2.968,307.0;206.0;323.0,9.669;6.488;10.173,9.669;6.488;10.173,8.776902887139107,9.669291338582678,176.95902427755377,3
167,5.758613580246913,5,89;381;706;913;1215,6.090;2.008;6.605;2.919;2.171,292.0;325.0;207.0;302.0,9.197;10.236;6.520;9.512,9.197;10.236;6.520;9.512,8.866141732283465,9.354330708661418,177.14140870015686,4
168,5.793096296296296,5,89;381;706;913;1214,6.041;2.058;6.620;2.921;2.126,292.0;325.0;207.0;301.0,9.197;10.236;6.520;9.480,9.197;10.236;6.520;9.480,8.858267716535433,9.338582677165354,177.0934451304884,4
169,5.827579012345678,5,89;380;706;913;1214,6.044;2.058;6.621;2.921;2.126,291.0;326.0;207.0;301.0,9.165;10.268;6.520;9.480,9.165;10.268;6.520;9.480,8.858267716535433,9.32283464566929,177.1007007448477,4
170,5.862061728395061,5,89;381;706;913;1214,6.038;2.079;6.622;2.925;2.132,292.0;325.0;207.0;301.0,9.197;10.236;6.520;9.480,9.197;10.236;6.520;9.480,8.858267716535433,9.338582677165354,177.15463989695343,4
